Time,Nb_Sat,Latitude,Longitude,Altitude,Temp_Int,Temp_BME,Temp_Ext,Pression,Humidité,Dose_uSvh,Cpm,U_batt,I_batt,Charge_batt
13:03:25,12,47.929356,0.252697,25134.3,6.4,3.5,1.0,28.6,9.0,1.9,103.2,11.4,-231.3,1104.9
13:03:35,12,47.929226,0.251472,25194.7,6.4,3.5,1.0,28.3,9.0,2.0,103.6,11.4,-292.4,1104.2
13:03:45,12,47.929016,0.250033,25258.0,6.4,3.5,1.0,28.0,9.0,2.0,103.7,11.4,-228.4,1103.5
13:03:55,12,47.928898,0.248463,25318.0,6.5,3.5,1.0,27.9,9.0,1.9,103.2,11.4,-227.7,1102.8
13:04:05,12,47.928844,0.246768,25375.5,6.5,3.5,1.0,27.7,9.0,1.9,102.8,11.4,-230.2,1102.1
13:04:15,12,47.928867,0.245153,25434.1,6.5,3.0,1.0,27.3,9.0,1.9,101.9,11.4,-227.2,1101.5
13:04:25,12,47.929131,0.243677,25493.8,6.5,3.6,1.0,27.1,9.0,1.9,101.8,11.4,-245.7,1100.8
13:04:35,12,47.929493,0.242285,25554.3,6.5,3.6,1.0,26.9,9.0,1.9,101.8,11.4,-300.9,1100.1
13:04:45,12,47.929901,0.240978,25614.5,6.5,3.7,1.0,26.6,9.0,1.9,102.0,11.4,-222.5,1099.4
13:04:55,12,47.930183,0.239778,25673.8,6.5,3.7,1.0,26.5,9.1,1.9,101.6,11.4,-232.5,1098.8
13:07:05,12,47.932804,0.220628,26448.1,6.8,4.1,1.0,23.8,9.2,1.8,96.8,11.4,-230.6,1086.8
13:07:15,11,47.933323,0.219030,26513.6,6.8,3.5,1.0,23.6,9.2,1.8,96.5,11.4,-232.6,1086.2
13:07:25,12,47.933987,0.217832,26575.4,6.9,4.1,1.0,23.4,9.2,1.8,96.1,11.4,-241.6,1085.5
13:07:35,12,47.934650,0.216482,26639.4,6.9,4.2,-179.5,23.2,9.2,1.8,96.0,11.3,-295.1,1084.8
13:07:45,12,47.935429,0.215188,26703.5,6.9,4.2,-179.5,23.0,9.2,1.8,95.5,11.4,-231.5,1084.2
13:07:55,12,47.936207,0.213662,26766.6,6.9,4.2,-179.5,22.8,9.2,1.8,95.2,11.4,-229.9,1083.5
13:08:05,12,47.937031,0.212180,26832.1,6.9,4.3,-179.5,22.7,9.2,1.8,95.8,11.4,-229.1,1082.8
13:08:15,12,47.937977,0.210772,26895.9,7.0,3.8,-179.5,22.5,9.2,1.8,95.7,11.4,-226.9,1082.1
13:08:25,12,47.938797,0.209515,26956.1,7.0,4.3,-179.5,22.3,9.2,1.8,95.2,11.4,-227.5,1081.5
13:08:35,12,47.939503,0.208282,27020.7,7.0,4.4,-179.5,22.1,9.2,1.8,94.9,11.3,-311.0,1080.8
13:08:45,12,47.940159,0.207080,27085.6,7.0,4.4,-179.5,22.0,9.2,1.8,94.3,11.4,-231.6,1080.1
13:08:55,12,47.940720,0.206005,27148.5,7.0,4.5,-179.5,21.8,9.2,1.8,94.1,11.4,-227.9,1079.3
13:09:05,12,47.941216,0.205062,27211.7,7.1,4.6,-179.5,21.6,9.2,1.8,93.9,11.4,-228.6,1078.7
13:09:15,12,47.941689,0.204290,27277.2,7.1,4.6,-179.5,21.3,9.2,1.8,93.6,11.4,-231.7,1078.1
13:09:25,12,47.942211,0.203630,27341.3,7.1,4.6,-179.5,21.2,9.2,1.8,93.2,11.4,-228.1,1077.4
13:09:35,12,47.942669,0.203005,27405.0,7.1,4.7,-179.5,21.0,9.2,1.7,92.7,11.3,-260.6,1076.7
13:09:45,12,47.942940,0.202068,27468.7,7.2,4.7,-179.5,20.9,9.2,1.7,92.4,11.3,-244.1,1076.0
13:09:55,12,47.943153,0.201055,27532.1,7.2,4.8,-179.5,20.6,9.2,1.7,92.0,11.4,-242.5,1075.3
13:10:55,11,47.944057,0.194143,27901.5,7.4,5.1,-179.5,19.7,9.2,1.7,90.8,11.3,-330.0,1069.8
13:11:05,11,47.944111,0.192878,27961.2,7.4,5.1,-179.5,19.5,9.2,1.7,91.0,11.3,-329.6,1068.8
13:12:05,12,47.943554,0.184753,28332.0,7.8,5.4,-179.5,18.7,9.1,1.7,88.0,11.3,-229.2,1063.3
13:12:15,12,47.943459,0.183100,28396.6,7.8,4.9,-179.5,18.4,9.2,1.7,87.8,11.3,-229.5,1062.7
13:12:25,12,47.943600,0.181277,28458.9,7.8,5.5,-179.5,18.3,9.1,1.7,87.7,11.3,-233.5,1062.0
13:12:35,10,47.943748,0.179643,28522.0,7.9,5.6,-179.5,18.2,9.1,1.6,87.5,11.3,-288.8,1061.3
13:12:45,12,47.943943,0.177832,28585.8,7.9,5.6,-179.5,18.0,9.1,1.6,87.3,11.3,-247.6,1060.6
13:12:55,12,47.944157,0.176070,28651.3,7.9,5.7,-179.5,17.9,9.1,1.6,87.0,11.3,-224.8,1059.9
13:13:05,12,47.944420,0.174510,28718.5,8.0,5.7,-179.5,17.8,9.1,1.6,87.1,11.3,-233.7,1059.3
13:13:15,12,47.944801,0.173028,28785.1,8.0,5.2,-179.5,17.5,9.1,1.6,86.6,11.3,-227.1,1058.6
13:13:25,12,47.944965,0.171585,28851.7,8.1,5.8,-179.5,17.4,9.1,1.6,86.0,11.3,-230.3,1058.0
13:13:35,12,47.945156,0.169840,28916.0,8.1,5.9,-179.5,17.3,9.0,1.6,86.1,11.3,-298.7,1057.3
13:13:45,12,47.945290,0.168095,28985.8,8.1,5.9,-179.5,17.1,9.0,1.6,86.0,11.3,-227.1,1056.6
13:13:55,12,47.945438,0.166550,29051.0,8.2,6.0,-179.5,16.9,9.0,1.6,85.7,11.3,-227.1,1055.9
13:14:05,12,47.945534,0.165028,29117.5,8.2,6.1,-179.5,16.9,9.0,1.6,85.3,11.3,-228.6,1055.2
13:14:15,12,47.945663,0.163727,29182.0,8.2,5.6,-179.5,16.6,9.0,1.6,84.9,11.3,-249.7,1054.5
13:14:25,12,47.946007,0.162135,29245.3,8.4,6.2,-179.5,16.6,9.0,1.6,84.6,11.3,-234.5,1053.9
13:14:45,12,47.946316,0.159543,29372.5,8.4,6.3,-179.5,16.3,8.9,1.6,84.5,11.3,-234.6,1052.5
13:14:55,12,47.946442,0.158232,29436.5,8.5,6.3,-179.5,16.2,8.9,1.6,84.3,11.3,-234.8,1051.8
13:17:05,11,47.953011,0.138692,30201.8,9.1,7.1,-179.5,14.8,8.7,1.5,79.4,11.3,-235.7,1039.8
13:17:15,11,47.953289,0.137042,30261.7,9.1,6.6,-179.5,14.6,8.8,1.5,78.9,11.3,-234.3,1039.1
13:17:25,11,47.953445,0.135358,30321.6,9.1,7.2,-179.5,14.5,8.7,1.5,79.0,11.3,-237.0,1038.5
13:17:45,11,47.954079,0.132943,30440.0,9.2,7.3,-179.5,14.3,8.7,1.5,78.2,11.3,-235.5,1037.0
13:17:55,11,47.954517,0.131707,30505.4,9.2,7.3,-179.5,14.1,8.7,1.5,78.3,11.3,-230.2,1036.4
13:18:05,11,47.955246,0.130825,30567.5,9.4,7.4,-179.5,14.1,8.6,1.5,78.3,11.3,-250.7,1035.6
13:18:15,11,47.955894,0.129890,30628.5,9.4,7.5,-179.5,14.0,8.6,1.5,78.0,11.3,-232.8,1035.0
13:18:25,11,47.956364,0.128883,30693.6,9.5,7.5,-179.5,13.8,8.6,1.5,77.9,11.3,-231.5,1034.3
13:18:35,11,47.956852,0.127732,30758.3,9.5,7.6,-179.5,13.8,8.6,1.5,77.6,11.3,-305.6,1033.6
13:18:45,11,47.957275,0.126452,30823.8,9.6,7.7,-179.5,13.6,8.6,1.5,77.7,11.3,-233.0,1032.9
13:18:55,11,47.957714,0.124980,30887.0,9.6,7.7,-179.5,13.5,8.5,1.5,77.4,11.3,-230.1,1032.2
13:19:05,11,47.958027,0.123448,30949.8,9.6,7.8,-179.5,13.5,8.5,1.5,77.2,11.3,-235.2,1031.6
13:19:15,11,47.958115,0.121957,31013.1,9.8,7.3,-179.5,13.3,8.5,1.5,77.3,11.3,-235.3,1030.9
13:19:25,11,47.958183,0.120132,31074.4,9.8,7.9,-179.5,13.3,8.5,1.5,77.2,11.3,-228.4,1030.3
13:19:45,12,47.958057,0.115798,31199.1,9.9,8.0,-179.5,13.1,8.4,1.4,76.5,11.3,-229.8,1028.9
13:19:55,12,47.957905,0.114030,31258.3,10.0,8.1,-179.5,13.0,8.4,1.4,76.5,11.3,-234.5,1028.2
13:21:25,12,47.959805,0.096702,31791.9,10.4,8.7,-179.5,12.3,8.2,1.4,72.7,11.3,-334.0,1019.8
13:22:05,12,47.961346,0.089357,32019.1,10.8,9.0,-179.5,11.9,8.1,1.4,72.7,11.3,-232.0,1016.1
13:22:15,12,47.961761,0.087652,31620.1,10.8,9.0,-179.5,12.3,8.1,1.4,72.2,11.3,-227.7,1015.4
13:22:25,12,47.961857,0.085463,31231.2,10.9,9.1,-179.5,12.9,7.9,1.4,72.4,11.3,-228.5,1014.7
13:22:35,12,47.961895,0.083280,30836.8,10.9,9.2,-179.5,13.5,7.8,1.4,72.6,11.3,-271.3,1014.0
13:22:45,11,47.962139,0.081782,30474.4,10.9,9.3,-179.5,14.1,7.7,1.4,72.2,11.3,-250.2,1013.3
13:22:55,12,47.962444,0.080635,30119.4,11.0,9.3,-179.5,14.8,7.6,1.4,72.4,11.3,-226.4,1012.7
13:23:05,12,47.962887,0.079187,29771.3,11.0,9.4,-179.5,15.3,7.5,1.4,72.5,11.3,-231.0,1012.1
13:23:15,12,47.963211,0.077587,29437.6,11.1,8.8,-179.5,16.0,7.4,1.4,72.2,11.3,-228.0,1011.4
13:23:25,12,47.963394,0.076203,29107.0,11.1,9.5,-179.5,16.7,7.3,1.4,71.7,11.3,-232.1,1010.8
13:23:45,12,47.963642,0.073335,28476.2,11.2,9.7,-179.5,18.1,7.1,1.3,71.3,11.3,-232.3,1009.3
13:23:55,12,47.963547,0.071953,28172.4,11.4,9.8,-179.5,18.9,7.1,1.3,71.6,11.3,-231.5,1008.7
13:24:05,12,47.963547,0.070617,27882.4,11.4,9.8,-179.5,19.6,7.0,1.3,71.2,11.3,-236.3,1007.9
13:24:15,12,47.963699,0.069427,27598.3,11.5,9.3,-179.5,20.3,7.0,1.3,71.2,11.3,-247.1,1007.3
13:24:25,11,47.964359,0.068213,27323.8,11.5,9.9,-179.5,20.9,6.9,1.3,71.2,11.3,-233.1,1006.6
13:24:45,11,47.965694,0.066217,26786.1,11.6,10.1,-179.5,22.6,6.7,1.3,71.0,11.3,-229.3,1005.2
13:24:55,11,47.966515,0.065108,26524.2,11.8,10.1,-179.5,23.5,6.7,1.3,71.0,11.3,-238.0,1004.6
13:26:15,8,47.967491,0.051585,24618.6,12.0,10.4,-179.5,30.5,6.3,1.3,69.6,11.2,-413.5,995.5
13:26:25,10,47.967117,0.049943,24398.0,12.0,10.4,-179.5,31.4,6.3,1.3,69.7,11.2,-409.0,994.3
13:26:45,9,47.965664,0.048002,23962.9,12.1,10.4,-179.5,33.4,6.1,1.3,68.7,11.2,-418.2,991.9
